city,cases,case-rate,deaths,death-rate,date
Los Angeles - Granada Hills,2059,3538,71,122,11/28/20
Los Angeles - Green Meadows,1263,5873,15,70,11/28/20
Los Angeles - Hancock Park,345,2025,4,23,11/28/20
Los Angeles - Harbor City,713,2453,12,41,11/28/20
Los Angeles - Harbor Gateway,1408,3229,18,41,11/28/20
Los Angeles - Harbor Pines,41,1702,0,0,11/28/20
Los Angeles - Harvard Heights,743,4120,24,133,11/28/20
Los Angeles - Harvard Park,2165,5707,27,71,11/28/20
Los Angeles - Highland Park,1743,3602,25,52,11/28/20
Los Angeles - Historic Filipinotown,620,4470,16,115,11/28/20
Los Angeles - Hollywood,1880,2754,19,28,11/28/20
Los Angeles - Hollywood Hills,567,1926,7,24,11/28/20
Los Angeles - Hyde Park,1075,3767,15,53,11/28/20
Los Angeles - Jefferson Park,376,4658,1,12,11/28/20
Los Angeles - Koreatown,1608,3111,36,70,11/28/20
Los Angeles - Lafayette Square,160,3510,3,66,11/28/20
Los Angeles - Lake Balboa,1662,3938,22,52,11/28/20
Los Angeles - Lakeview Terrace,812,6183,26,198,11/28/20
Los Angeles - Leimert Park,469,3078,7,46,11/28/20
Los Angeles - Lincoln Heights,1554,4767,52,160,11/28/20
Los Angeles - Little Armenia,473,5894,53,660,11/28/20
Los Angeles - Little Bangladesh,760,2681,6,21,11/28/20
Los Angeles - Little Tokyo,138,4405,2,64,11/28/20
Los Angeles - Longwood,157,3648,0,0,11/28/20
Los Angeles - Los Feliz,371,1717,3,14,11/28/20
Los Angeles - Manchester Square,274,3210,6,70,11/28/20
Los Angeles - Mandeville Canyon,40,1280,0,0,11/28/20
Los Angeles - Mar Vista,537,1264,7,16,11/28/20
Los Angeles - Marina Peninsula,58,1330,1,23,11/28/20
Los Angeles - Melrose,2829,3641,82,106,11/28/20
Los Angeles - Mid-city,382,2542,23,153,11/28/20
Los Angeles - Miracle Mile,298,1657,6,33,11/28/20
Los Angeles - Mission Hills,1360,5638,58,240,11/28/20
Los Angeles - Mt. Washington,806,3338,19,79,11/28/20
Los Angeles - North Hills,2939,4773,51,83,11/28/20
Los Angeles - North Hollywood,6378,4212,88,58,11/28/20
Los Angeles - Northridge,2299,3294,52,75,11/28/20
Los Angeles - Pacific Palisades,223,1047,4,19,11/28/20
Los Angeles - Pacoima,5625,7307,72,94,11/28/20
Los Angeles - Palisades Highlands,49,1274,0,0,11/28/20
Los Angeles - Palms,774,1764,32,73,11/28/20
Los Angeles - Panorama City,4509,5992,103,137,11/28/20
Los Angeles - Park La Brea,188,1384,1,7,11/28/20
Los Angeles - Pico-Union,2316,5535,96,229,11/28/20
Los Angeles - Playa Del Rey,45,1408,0,0,11/28/20
Los Angeles - Playa Vista,189,1727,0,0,11/28/20
Los Angeles - Porter Ranch,665,1869,8,22,11/28/20
Los Angeles - Rancho Park,121,1845,0,0,11/28/20
Los Angeles - Regent Square,43,1547,0,0,11/28/20
Los Angeles - Reseda,3693,4820,104,136,11/28/20
Los Angeles - Reseda Ranch,200,4314,1,22,11/28/20
Los Angeles - Reynier Village,64,1514,0,0,11/28/20
Los Angeles - San Pedro*,2523,3233,30,38,11/28/20
Los Angeles - Shadow Hills,122,2747,0,0,11/28/20
Los Angeles - Sherman Oaks,1818,2084,34,39,11/28/20
Los Angeles - Silverlake,985,2234,20,45,11/28/20
Los Angeles - South Carthay,187,1765,2,19,11/28/20
Los Angeles - South Park,2649,6978,32,84,11/28/20
Los Angeles - St Elmo Village,202,4407,8,175,11/28/20
Los Angeles - Studio City,412,1836,9,40,11/28/20
Los Angeles - Sun Valley,2717,5177,36,69,11/28/20
Los Angeles - Sunland,706,3459,32,157,11/28/20
Los Angeles - Sycamore Square,8,1236,0,0,11/28/20
Los Angeles - Sylmar*,5259,6382,101,123,11/28/20
Los Angeles - Tarzana,1130,3660,39,126,11/28/20
Los Angeles - Temple-Beaudry,1706,4321,30,76,11/28/20
Los Angeles - Thai Town,291,2967,3,31,11/28/20
Los Angeles - Toluca Lake,171,1965,2,23,11/28/20
Los Angeles - Toluca Terrace,34,2603,1,77,11/28/20
Los Angeles - Toluca Woods,36,1938,0,0,11/28/20
Los Angeles - Tujunga,860,3092,18,65,11/28/20
Los Angeles - University Hills,82,2391,1,29,11/28/20
Los Angeles - University Park,1490,5427,22,80,11/28/20
Los Angeles - Valley Glen,1125,3748,23,77,11/28/20
Los Angeles - Valley Village,723,2925,29,117,11/28/20
Los Angeles - Van Nuys*,4845,5199,107,115,11/28/20
Los Angeles - Venice,528,1558,3,9,11/28/20
Los Angeles - Vermont Knolls,926,5384,18,105,11/28/20
Los Angeles - Vermont Square,460,6008,6,78,11/28/20
Los Angeles - Vermont Vista,2522,6123,26,63,11/28/20
